model_name,therapeutic_area_name,limit,relative_risk,relative_risk_low,relative_risk_high,n_exposed,n_exposed_true,stratum,model_slug
rdg__no_time__positive,musculoskeletal or connective tissue disease,10,,,inf,10.0,2.0,pioneer__literature_only,RDG
ots__all,cancer or benign tumor,10,3.6000000000000005,0.6732772982100648,19.249126674038607,10.0,4.0,pioneer__direct_evidence,OTS
ots__all,"genetic, familial or congenital disease",10,,,inf,10.0,1.0,pioneer__direct_evidence,OTS
ots__all,immune system disease,10,,,,10.0,0.0,pioneer__direct_evidence,OTS
p3_lambdarank,cancer or benign tumor,10,3.6000000000000005,0.6732772982100648,19.249126674038607,10.0,4.0,pioneer__direct_evidence,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",10,,,inf,10.0,1.0,pioneer__direct_evidence,P3_LAMBDARAN
p3_lambdarank,immune system disease,10,,,,10.0,0.0,pioneer__direct_evidence,P3_LAMBDARAN
rdg__all__positive,cancer or benign tumor,10,0.6000000000000001,0.16393198508995444,2.196032701015956,10.0,2.0,pioneer__direct_evidence,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",10,,,inf,10.0,1.0,pioneer__direct_evidence,RDG-T
rdg__all__positive,immune system disease,10,,,,10.0,0.0,pioneer__direct_evidence,RDG-T
rdg__no_time__positive,cancer or benign tumor,10,0.6000000000000001,0.16393198508995444,2.196032701015956,10.0,2.0,pioneer__direct_evidence,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",10,,,inf,10.0,1.0,pioneer__direct_evidence,RDG
rdg__no_time__positive,immune system disease,10,,,,10.0,0.0,pioneer__direct_evidence,RDG
p3_lambdarank,cancer or benign tumor,10,0.0,0.0,,10.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,20,0.0,0.0,,20.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,30,0.0,0.0,,30.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,40,0.0,0.0,,40.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,50,0.0,0.0,,50.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,60,0.0,0.0,,60.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,70,0.0,0.0,,70.0,0.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,80,0.5718220338983051,0.11001571430230382,2.972124850756408,80.0,1.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,90,0.5064030131826742,0.09731856838188634,2.6350984814550866,90.0,1.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,100,0.9237931034482758,0.28641448745073805,2.979575878211735,100.0,2.0,known__evidence_free,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,10,3.0303030303030303,2.2728731856745417,4.0401446562617975,10.0,8.0,known__evidence_free,P3_LAMBDARAN
